"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","street","city","statezip","country"
"3430",663000,3,2.5,2480,37843,1.5,1,3,4,2480,0,1974,0,"7030 SW Maury Park Rd","Vashon","WA 98070","USA"
"2162",559000,3,1.5,2070,5386,1,0,0,4,1140,930,1948,0,"8328 14th Ave NW","Seattle","WA 98117","USA"
"874",690000,3,2,1610,5100,1.5,0,0,5,1610,0,1940,0,"7341 20th Ave NE","Seattle","WA 98115","USA"
"1396",960000,5,4,3720,15200,2,0,0,3,3720,0,2005,0,"1414 235th Pl SE","Sammamish","WA 98075","USA"
"322",537500,4,2.5,2550,4630,2,0,0,3,2550,0,2005,0,"1825 251st Pl SE","Sammamish","WA 98075","USA"
"1596",860000,3,2.25,3060,12095,2,0,0,3,3060,0,1983,2009,"4651 175th Ave SE","Bellevue","WA 98006","USA"
"1510",253400,3,2,1400,8640,1,0,0,5,1400,0,1968,0,"1033 S 316th St","Federal Way","WA 98003","USA"
"3513",420000,3,1.75,1444,249126,1.5,0,0,3,1444,0,2008,0,"21700-21712 119th Ave SW","Vashon","WA 98070","USA"
"2313",335000,4,2.25,2030,13500,1,0,0,3,1230,800,1963,2008,"20532 SE 159th St","Renton","WA 98059","USA"
"3136",750000,3,2,1820,5000,1.5,0,0,4,1720,100,1941,1998,"2160 50th Ave SW","Seattle","WA 98116","USA"
"4453",148612.5,3,1,1040,6860,2,0,0,3,1040,0,1942,1999,"10120-10198 34th Ave SW","Seattle","WA 98146","USA"
"4587",430277.777778,3,2.25,1620,1075,3,0,0,3,1540,80,2009,0,"972 4th Ave NE","Issaquah","WA 98029","USA"
"3078",347000,3,1,1270,8400,1,0,0,3,1270,0,1955,2005,"10624 Sunrise Dr","Bothell","WA 98011","USA"
"2209",470000,3,1.75,2290,14800,1,0,0,3,1620,670,1965,1993,"5319 NE 201st Pl","Lake Forest Park","WA 98155","USA"
"2405",448000,2,1.5,1630,3780,1,0,0,4,890,740,1940,2001,"3441 NW 59th St","Seattle","WA 98107","USA"
"2924",6e+05,2,1,1040,3600,1,0,0,4,1040,0,1919,1980,"122 16th Ave E","Seattle","WA 98112","USA"
"2774",192500,3,1,1080,8580,1.5,0,0,3,1080,0,1900,2005,"14490 57th Ave S","Tukwila","WA 98168","USA"
"2727",461000,3,3.25,2770,6278,2,0,0,3,1980,790,2006,0,"3419 Meadow Ave N","Renton","WA 98056","USA"
"2537",460000,2,1.5,1090,4000,1,0,0,3,970,120,1951,1994,"2646 48th Ave SW","Seattle","WA 98116","USA"
"4323",455500,3,2,1460,10311,1,0,0,4,1460,0,1975,0,"8208 138th Ave NE","Redmond","WA 98052","USA"
"469",394950,3,2.5,1350,1250,3,0,0,3,1270,80,2006,0,"5940 California Ave SW","Seattle","WA 98136","USA"
"1170",254500,4,2.75,2570,7264,2,0,0,3,1720,850,1998,2006,"1621 56th Ct SE","Auburn","WA 98092","USA"
"3279",245000,3,2,1410,5760,1,0,0,3,1410,0,1985,0,"25813 117th Pl SE","Kent","WA 98030","USA"
"1039",515000,4,2.5,2670,8765,2,0,0,3,2670,0,2006,0,"5407 NE 3rd Pl","Renton","WA 98059","USA"
"2835",659500,4,3,2620,18362,1,0,0,4,1870,750,1956,0,"11605 SE 45th Pl","Bellevue","WA 98006","USA"
"2758",325000,3,2.75,2200,7000,1,0,0,4,1280,920,1977,0,"16304 128th Pl SE","Renton","WA 98058","USA"
"1201",1050000,4,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,"3255 111th Ave SE","Bellevue","WA 98004","USA"
"1543",436500,2,1,1260,5000,1,0,0,3,1040,220,1951,1994,"3028 NW 68th St","Seattle","WA 98117","USA"
"2743",975000,4,2.5,4270,43386,1,0,0,3,2680,1590,1991,0,"21502 NE 103rd St","Redmond","WA 98053","USA"
"3297",562100,2,0.75,1440,3700,1,0,0,3,1200,240,1914,1996,"5641-5645 6th Ave NW","Seattle","WA 98107","USA"
"1688",1e+06,3,2.5,2730,5832,2,0,0,3,2730,0,1998,2006,"13428 NE 12th Pl","Bellevue","WA 98005","USA"
"2215",219900,3,1,970,7742,1,0,0,4,970,0,1967,0,"31716 6th Ave S","Federal Way","WA 98003","USA"
"3210",1295648,0,0,4810,28008,2,0,0,3,4810,0,1990,2009,"20418 NE 64th Pl","Redmond","WA 98053","USA"
"3147",449500,3,2.25,1780,7280,1,0,2,3,1340,440,1972,2002,"9413 NE 137th St","Kirkland","WA 98034","USA"
"553",530000,2,2,1680,4950,1,0,0,3,1680,0,2006,0,"23726 NE 134th Pl","Redmond","WA 98053","USA"
"1514",306000,3,2.5,1680,11193,2,0,0,3,1680,0,1984,0,"16084 SE 172nd Pl","Renton","WA 98058","USA"
"709",370000,4,2.5,2710,5880,2,0,0,3,2710,0,1998,2006,"12713 SE 302nd St","Auburn","WA 98092","USA"
"4330",518000,3,1.5,1430,8000,1,0,0,4,1430,0,1956,0,"2527 154th Ave SE","Bellevue","WA 98007","USA"
"3991",866000,4,3.25,3990,9786,2,0,0,3,3990,0,2004,2003,"Nuthatch Trail","Redmond","WA 98053","USA"
"3890",285000,5,2.5,2270,6300,2,0,0,3,2270,0,1995,0,"12840 SE 307th Pl","Auburn","WA 98092","USA"
"4270",749000,3,2.75,2820,5348,2,0,0,3,2820,0,2008,0,"12070 166th Pl NE","Redmond","WA 98052","USA"
"1542",145000,3,1,1010,5490,1,0,0,3,1010,0,1954,2005,"14056 31st Ave S","SeaTac","WA 98168","USA"
"1169",150000,2,1,820,10270,1,0,0,3,820,0,1954,2005,"10218 Aqua Way S","Seattle","WA 98168","USA"
"4328",475000,3,2.25,1820,8008,1,0,0,3,1240,580,1981,2013,"17202 NE 134th Pl","Redmond","WA 98052","USA"
"1866",161700,4,1.75,1720,7200,1,0,0,3,1220,500,1974,0,"32955-32977 33rd Ave SW","Federal Way","WA 98023","USA"
"3038",280000,2,1,1010,3000,1,0,0,4,1010,0,1925,1968,"107 E 3rd St","North Bend","WA 98045","USA"
"2135",831000,4,2.5,2030,3905,1.5,0,0,4,1630,400,1926,1993,"3912 Ashworth Ave N","Seattle","WA 98103","USA"
"3098",725000,4,2.5,3420,30410,2,0,0,3,3420,0,1988,2000,"18639 NE 202nd St","Woodinville","WA 98077","USA"
"3695",457000,3,2.5,1220,1330,2,0,0,3,1010,210,2008,0,"8354 11th Ave NW","Seattle","WA 98117","USA"
"3800",629800,3,2.5,2390,1984,2,0,0,3,2220,170,2008,0,"329 NE Eagle Way","Issaquah","WA 98029","USA"
"3425",310000,4,2.5,2430,5499,2,0,0,3,2430,0,2002,0,"16218 163rd Pl SE","Covington","WA 98042","USA"
"4342",375000,6,2.25,3206,5793,2,0,0,3,3206,0,2012,1912,"25921-25929 35th Pl S","Kent","WA 98032","USA"
"3535",1619999,4,3,3900,9750,1,0,4,5,2520,1380,1972,0,"4720 Somerset Ave SE","Bellevue","WA 98006","USA"
"228",1800000,5,5,4490,10279,2,0,0,3,3930,560,2013,1923,"1435 104th Ave SE","Bellevue","WA 98004","USA"
"2098",525000,3,3,2470,36445,2,0,0,4,2470,0,1980,0,"25616 SE 152nd St","Issaquah","WA 98027","USA"
"453",1702500,5,4.5,5190,23716,2,0,2,3,3390,1800,1987,2000,"8608 N Mercer Way","Mercer Island","WA 98040","USA"
"74",560000,3,2.5,1900,8744,2,0,0,3,1900,0,1987,2000,"22314 NE 11th Pl","Sammamish","WA 98074","USA"
"2067",452000,2,1.75,1740,5400,1,0,0,4,990,750,1946,1989,"9411 44th Pl NE","Seattle","WA 98115","USA"
"949",639000,4,2.5,2150,12028,2,0,0,4,2150,0,1982,2011,"13615 179th Ave NE","Redmond","WA 98052","USA"
"3301",762000,4,3.5,4000,15253,2,0,0,3,4000,0,2007,0,"34006 SE Salal St","Snoqualmie","WA 98065","USA"
"1114",389999,3,2.25,1445,1471,2,0,0,3,1300,145,2003,0,"206 Lingering Pine Dr NW","Issaquah","WA 98027","USA"
"4048",438000,2,2,1270,1372,3,0,0,3,1270,0,2000,0,"848 NE 67th St","Seattle","WA 98115","USA"
"442",782000,4,2.5,2830,20345,2,0,0,3,1980,850,1979,2014,"11110 NE 38th Pl","Bellevue","WA 98004","USA"
"3575",550000,4,3.5,4150,16197,2,0,0,3,4150,0,2006,0,"11824 SE 290th Pl","Auburn","WA 98092","USA"
"3427",669950,4,2.5,2670,11877,2,0,0,3,2670,0,1996,0,"2522 227th Pl NE","Sammamish","WA 98074","USA"
"3214",258000,3,1,1490,7435,1,0,0,3,1120,370,1969,2010,"26000-26198 Woodmont Dr S","Des Moines","WA 98198","USA"
"2694",667500,3,2,1880,3800,1,0,0,5,1030,850,1927,0,"7535 18th Ave NE","Seattle","WA 98115","USA"
"4182",660000,3,1,1240,3500,1,0,0,4,1240,0,1927,0,"768 N 75th St","Seattle","WA 98103","USA"
"2585",1712500,3,3.25,2940,5432,3,0,3,4,2440,500,1978,2000,"150 Highland Dr","Seattle","WA 98109","USA"
"4380",268971.875,4,2.5,2380,7066,2,0,0,4,2380,0,1997,0,"12625 SE 228th Ct","Kent","WA 98031","USA"
"4538",171758.333333,3,1,1000,8512,1,0,0,3,1000,0,1991,0,"3402 261st Pl SE","Enumclaw","WA 98022","USA"
"3625",265000,3,1,1800,7650,1,0,0,5,1800,0,1957,0,"600 Jefferson Ave NE","Renton","WA 98056","USA"
"2683",402000,3,1.5,1450,7375,1,0,0,3,1010,440,1968,1997,"13420 121st Ave NE","Kirkland","WA 98034","USA"
"4595",210614.285714,3,2.5,1610,7223,2,0,0,3,1610,0,1994,0,"26306 127th Ave SE","Kent","WA 98030","USA"
"3363",913888,5,2.25,2370,15512,2,0,0,4,2370,0,1981,0,"14207 SE 52nd Pl","Bellevue","WA 98006","USA"
"2558",410000,4,2,1580,9581,1,0,0,3,1580,0,1953,0,"10221 132nd Ave NE","Kirkland","WA 98033","USA"
"2459",3e+05,4,2.5,2700,10814,1,0,0,4,1560,1140,1966,0,"12235 SE 259th Pl","Kent","WA 98030","USA"
"1196",655000,4,2.5,2860,12394,2,0,0,3,2860,0,1999,0,"2853 234th Ave SE","Sammamish","WA 98075","USA"
"60",295000,2,2.5,1630,1368,2,0,0,3,1280,350,2009,0,"5944-6082 Delridge Way SW","Seattle","WA 98106","USA"
"1274",440000,4,2.5,2560,10400,1,0,0,4,1280,1280,1965,0,"749 Mountain View Pl SW","Issaquah","WA 98027","USA"
"1615",425000,3,1.75,1510,44000,1,0,0,3,1240,270,1989,0,"12629 468th Ave SE","North Bend","WA 98045","USA"
"3111",430000,3,1.75,1300,12731,1,0,0,3,1300,0,1981,2013,"1429 224th Ave NE","Sammamish","WA 98074","USA"
"418",201500,3,1,1160,8320,1,0,0,4,1160,0,1959,0,"24345 35th Pl S","Kent","WA 98032","USA"
"296",530000,3,1,1340,4284,1,0,0,3,1080,260,1910,2006,"4703-4707 4th Ave NE","Seattle","WA 98105","USA"
"3410",177500,3,1.5,1220,6000,1,0,0,3,1220,0,1968,1997,"472-598 Lind Ave NW","Renton","WA 98057","USA"
"2416",440000,3,1,1710,6556,1.5,0,0,4,1200,510,1926,1993,"12220 Phinney Ave N","Seattle","WA 98133","USA"
"1293",606000,3,1,1500,3920,1,0,0,3,1000,500,1947,2012,"128 NW 59th St","Seattle","WA 98107","USA"
"984",3e+05,3,1,2120,7735,1,0,0,4,1060,1060,1967,0,"12840 163rd Ave SE","Renton","WA 98059","USA"
"4211",305000,3,1.5,1800,12196,1,0,0,4,1800,0,1966,0,"30002 8th Ave SW","Federal Way","WA 98023","USA"
"4523",0,2,2.25,1490,6770,1.5,0,0,3,1490,0,1926,2003,"4921 28th Ave S","Seattle","WA 98108","USA"
"4279",435000,4,2.5,2550,5200,2,0,0,3,2550,0,2009,0,"576 Field Pl NE","Renton","WA 98059","USA"
"1269",1610000,4,3.5,4390,11600,2,0,3,3,3060,1330,1990,2009,"2758 68th Ave SE","Mercer Island","WA 98040","USA"
"958",760000,4,1.75,2450,13300,1,0,2,4,1630,820,1987,0,"5028 157th Ave SE","Bellevue","WA 98006","USA"
"2916",441000,3,2.75,1910,7280,1,0,0,3,1160,750,1979,2014,"14413 88th Ave NE","Kirkland","WA 98034","USA"
"1414",263900,3,2.5,1658,2700,2,0,0,3,1658,0,2014,0,"2150 S 262nd Ct","Des Moines","WA 98198","USA"
"4026",542500,3,2.5,2040,10086,2,0,0,3,2040,0,1987,2000,"8511 170th Ct NE","Redmond","WA 98052","USA"
"3481",230000,3,1,1060,9946,1,0,0,4,1060,0,1956,0,"17736 41st Ave S","SeaTac","WA 98188","USA"
"4062",1049000,4,3.75,4740,126759,2,0,0,4,4740,0,1991,0,"27125-27131 SE 175th Pl","Issaquah","WA 98027","USA"
"1085",195000,2,1,1080,3899,1,0,0,4,1080,0,1972,0,"24807 10th Ave S","Des Moines","WA 98198","USA"
"1451",225000,3,2.5,1680,6755,2,0,0,3,1680,0,1994,0,"30410 128th Pl SE","Auburn","WA 98092","USA"
"3196",549000,2,1,2034,13392,1,1,4,5,1159,875,1947,0,"13013 SW Bachelor Rd","Vashon","WA 98070","USA"
"676",1120000,4,2.25,4470,60373,2,0,0,3,4470,0,1988,2000,"14235 160th Ave NE","Woodinville","WA 98072","USA"
"2374",580000,5,2,2060,6000,2,0,0,3,2060,0,1903,2005,"2107 NE 55th St","Seattle","WA 98105","USA"
"1602",369000,3,2,1550,8509,1,0,0,3,1150,400,1959,1989,"8102 7th Ave SW","Seattle","WA 98106","USA"
"2914",330000,3,2.5,2238,7209,2,0,0,3,2238,0,2011,0,"1326 SW 340th St","Federal Way","WA 98023","USA"
"3306",725000,3,2.5,2610,7510,2,0,0,3,2610,0,1996,0,"15317 NE 66th Ct","Redmond","WA 98052","USA"
"2677",506000,3,1.75,2180,7700,1,0,0,3,1480,700,1961,2004,"17922 3rd Ave NW","Shoreline","WA 98177","USA"
"2478",215000,2,1,710,7200,1,0,0,3,710,0,1943,2002,"7027 S 125th St","Seattle","WA 98178","USA"
"781",914500,4,2.5,3950,10856,3,0,0,3,3950,0,2013,1923,"25707 SE 30th St","Sammamish","WA 98075","USA"
"4580",454790,2,1.75,1990,4000,1,0,0,5,1090,900,1952,1998,"8215 Stone Ave N","Seattle","WA 98103","USA"
"711",185000,3,1,1150,8100,1,0,0,3,1150,0,1932,0,"12208 20th Ave S","Seattle","WA 98168","USA"
"1780",150000,3,1,1320,8220,1,0,0,3,1320,0,1959,1989,"1904 S 259th St","Des Moines","WA 98198","USA"
"2423",656500,4,2,2710,4750,1,0,0,4,1460,1250,1919,1985,"6326 21st Ave NE","Seattle","WA 98115","USA"
"2498",665000,4,2.5,2790,43091,2,0,0,4,2790,0,1989,0,"20324 194th Pl NE","Woodinville","WA 98077","USA"
"3878",355000,3,1.75,1730,7416,1.5,0,0,3,1730,0,1954,2005,"18010 N Park Pl N","Shoreline","WA 98133","USA"
"3885",795000,4,2.5,2890,7798,2,0,0,3,2890,0,2005,0,"15941 SE Cougar Mountain Way","Bellevue","WA 98006","USA"
"2395",795000,3,2,2420,17859,1,0,1,5,1500,920,1979,0,"7215 NE 119th Pl","Kirkland","WA 98034","USA"
"3051",264000,3,1.75,1760,7482,1,0,0,4,1760,0,1966,0,"2712 SW 322nd Pl","Federal Way","WA 98023","USA"
"2018",389250,2,1.5,1490,4080,1,0,0,3,930,560,1956,2001,"3738 SW Ida St","Seattle","WA 98126","USA"
"1079",542500,5,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,"16200-16398 252nd Ave SE","Issaquah","WA 98027","USA"
"348",385000,3,1.75,1890,9920,1,0,0,3,1230,660,1944,0,"14317 22nd Ave NE","Seattle","WA 98125","USA"
"2123",4e+05,2,1,1140,5100,1,0,0,3,1140,0,1942,1999,"3922 SW Kenyon St","Seattle","WA 98136","USA"
"3167",670000,3,2.5,3310,5300,2,0,2,3,2440,870,2008,0,"9400 44th Ave SW","Seattle","WA 98136","USA"
"2425",370000,2,1,1220,17172,1,0,0,4,1220,0,1947,1988,"13314 NE 104th St","Kirkland","WA 98033","USA"
"2050",360000,3,1.75,1020,7020,1.5,0,0,4,1020,0,1953,1983,"1231 NE 148th St","Shoreline","WA 98155","USA"
"240",750000,3,2.75,2520,5401,1,0,0,4,1360,1160,1946,1989,"2806 13th Ave W","Seattle","WA 98119","USA"
"4326",1234582,5,3.25,3240,6551,1.5,0,4,4,2500,740,1939,1989,"6851 51st Ave NE","Seattle","WA 98115","USA"
"3413",760000,3,2.5,1980,13964,1,0,0,5,1980,0,1959,0,"4201-4213 Island Crest Way","Mercer Island","WA 98040","USA"
"3273",745641,4,2.5,2440,4850,2,0,0,3,2440,0,2013,1923,"11631 170th Ct NE","Redmond","WA 98052","USA"
"4127",340000,3,2.25,2120,13090,1,0,0,3,2120,0,1997,0,"1310 G St SE","Auburn","WA 98002","USA"
"2275",522000,3,1.75,1730,8400,1,0,0,4,1400,330,1980,0,"8605 169th Ct NE","Redmond","WA 98052","USA"
"4150",405000,3,1.5,1010,7683,1.5,0,0,5,1010,0,1953,0,"12500-12578 10th Ave NE","Seattle","WA 98125","USA"
"1659",459000,3,1.75,1620,7330,1,0,0,4,1090,530,1974,0,"9607 NE 128th St","Kirkland","WA 98034","USA"
"3978",548800,4,1,1660,4704,1.5,0,0,3,1260,400,1930,1997,"8612 8th Ave NE","Seattle","WA 98115","USA"
"448",252500,3,1,1030,6127,1,0,0,3,880,150,1947,2012,"819 NE 125th St","Seattle","WA 98125","USA"
"4264",580000,3,1.75,1850,5100,1,0,0,3,1020,830,1909,2004,"4408 Thackeray Pl NE","Seattle","WA 98105","USA"
"3856",782000,2,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990,"1922 5th Ave W","Seattle","WA 98119","USA"
"2601",220000,3,2,1410,7998,1,0,0,4,1410,0,1940,2001,"11851 44th Pl S","Tukwila","WA 98178","USA"
"458",769900,4,3.5,2730,3047,2,0,0,3,2400,330,2006,0,"2653 46th Ave SW","Seattle","WA 98116","USA"
"3937",405500,2,2.75,1350,1252,2,0,0,3,1120,230,2006,0,"9126 45th Ave SW","Seattle","WA 98136","USA"
"723",455000,3,2.5,1870,7344,1,0,0,3,1470,400,1980,0,"14013 101st Pl NE","Kirkland","WA 98034","USA"
"2761",540000,4,2.5,2050,34222,2,0,0,4,2050,0,1989,0,"17912 236th Pl NE","Woodinville","WA 98077","USA"
"1199",648360,4,1.75,2260,7005,1,0,1,4,1130,1130,1947,1988,"137 18th Ave","Kirkland","WA 98033","USA"
"3344",650000,4,2.75,1910,16532,1,0,0,4,1420,490,1940,2001,"9025 26th Ave NW","Seattle","WA 98117","USA"
"3826",250000,3,2.25,1920,7738,1,0,0,3,1520,400,1965,1993,"249 S 163rd Pl","Burien","WA 98148","USA"
"1068",220000,3,1,1060,9126,1,0,2,5,1060,0,1956,0,"1122 Harding St","Enumclaw","WA 98022","USA"
"2026",1035000,4,3.25,3450,11240,2,0,3,4,2430,1020,1960,2001,"Indian Trail","Burien","WA 98166","USA"
"3713",274900,4,2.5,1970,6600,2,0,0,3,1970,0,1987,2000,"28206 130th Ave SE","Kent","WA 98030","USA"
"103",787000,3,1.75,1330,7500,1,0,0,3,1330,0,1961,2004,"218 109th Ave SE","Bellevue","WA 98004","USA"
"2552",792500,4,2.5,4290,175421,2,0,0,3,4290,0,2004,2003,"26735 SE 271st St","Ravensdale","WA 98051","USA"
"3446",358000,3,1.5,2450,12497,1,0,0,4,2450,0,1967,0,"7670 10th Ave NW","Snoqualmie","WA 98065","USA"
"1619",458000,5,2.5,3090,23265,1,0,0,3,2990,100,1957,2000,"9631 NE 198th St","Bothell","WA 98011","USA"
"1851",532000,3,2.5,1820,4910,2,0,0,3,1820,0,1993,0,"25756 SE 41st St","Issaquah","WA 98029","USA"
"3639",491950,3,2.25,2090,10733,1,0,0,3,1440,650,1958,2004,"4401 NE 95th St","Seattle","WA 98115","USA"
"3806",460000,3,2.5,1450,1053,2,0,0,3,940,510,2008,0,"1406B NW 64th St","Seattle","WA 98107","USA"
"4145",623000,3,1.75,2050,16313,1,0,0,2,2050,0,1973,0,"4009 97th Ave SE","Mercer Island","WA 98040","USA"
"1507",465000,3,2.25,1840,5752,2,0,0,3,1840,0,2003,0,"11526 NE 116th St","Kirkland","WA 98034","USA"
"1319",370000,3,2.5,1780,4050,2,0,0,3,1780,0,2001,0,"1743 NE 146th St","Shoreline","WA 98155","USA"
"3478",620000,3,2,2460,41343,1,0,0,4,2460,0,1988,0,"23857 SE 98th Pl","Issaquah","WA 98027","USA"
"388",438000,2,1,980,1179,2,0,0,3,980,0,2010,0,"2050 14th Ave W","Seattle","WA 98119","USA"
"1899",685000,4,2.5,2770,45514,2,0,0,4,2770,0,1989,0,"18630 NE 202nd St","Woodinville","WA 98077","USA"
"3739",1014250,3,1,1640,12855,1.5,0,0,5,1500,140,1920,0,"720 96th Ave NE","Bellevue","WA 98004","USA"
"2192",369990,4,2.5,1960,7133,2,0,0,3,1960,0,2002,0,"2125 NE 6th Cir","Renton","WA 98056","USA"
"585",225000,3,1,1040,6535,1,0,0,3,1040,0,1947,2012,"12446 21st Ave S","Seattle","WA 98168","USA"
"671",511000,3,2.5,1820,4883,2,0,0,3,1820,0,2005,0,"14800-14822 88th Ave NE","Kenmore","WA 98028","USA"
"4107",148226,3,1,1400,7360,1,0,0,4,1400,0,1968,0,"11626-11630 SE 323rd Pl","Auburn","WA 98092","USA"
"767",467000,3,1,1660,6582,1,0,0,5,1000,660,1946,0,"12033 Dayton Ave N","Seattle","WA 98133","USA"
"784",437500,3,2.5,2320,36847,2,0,2,3,2320,0,1992,0,"12711 470th Ave SE","North Bend","WA 98045","USA"
"872",280000,3,2.5,1270,9675,2,0,0,3,1270,0,1993,0,"44633 SE 151st St","North Bend","WA 98045","USA"
"1717",432500,3,2.5,2240,6396,2,0,0,3,2240,0,2002,0,"7311 Silent Creek Ave SE","Snoqualmie","WA 98065","USA"
"1140",1050000,4,3.25,3440,35021,2,0,0,3,3440,0,1983,2009,"11704 NE 41st St","Kirkland","WA 98033","USA"
"935",730000,4,2.5,3230,7331,2,0,0,3,3230,0,2004,2003,"2913 278th Ave SE","Sammamish","WA 98075","USA"
"1852",364950,4,2.5,2310,8030,2,0,0,3,2310,0,1978,0,"15929 Broadway Ave NE","Duvall","WA 98019","USA"
"3559",738000,3,3,2630,4896,2,0,0,3,2630,0,2006,0,"10342 155th Ave NE","Redmond","WA 98052","USA"
"2347",234000,3,2,1640,5280,1.5,0,0,5,1640,0,1910,0,"28 M St NE","Auburn","WA 98002","USA"
"2990",4e+05,4,2.25,2420,7927,1,0,0,4,1400,1020,1973,0,"17812-17818 Stone Ave N","Shoreline","WA 98133","USA"
"652",317000,3,2.5,1840,5011,2,0,0,3,1840,0,2012,1912,"21560 SE 275th Ct","Maple Valley","WA 98038","USA"
"2355",415000,4,2.5,2550,4500,2,0,0,3,2550,0,2009,0,"564 Field Pl NE","Renton","WA 98059","USA"
"428",312000,4,2.25,1930,7452,1,0,0,3,1430,500,1984,0,"21423 114th Pl SE","Kent","WA 98031","USA"
"1491",425000,4,2.75,1680,9545,1,0,0,4,1080,600,1979,0,"7220 NE 152nd Pl","Kenmore","WA 98028","USA"
"2024",432000,3,1.75,1470,6250,1,0,3,4,1070,400,1939,1989,"3715 NE 153rd St","Lake Forest Park","WA 98155","USA"
"795",275000,3,2.5,1480,15639,2,0,0,3,1480,0,1987,2000,"44402 SE 142nd Pl","North Bend","WA 98045","USA"
"644",337500,5,2,1700,7314,1,0,0,3,1000,700,1956,2001,"6000-6048 22nd Ave S","Seattle","WA 98108","USA"
"2333",455000,4,2.5,3170,10688,2,0,2,3,3170,0,2001,0,"1118 U St NW","Auburn","WA 98001","USA"
"1992",270000,3,1.5,1890,9450,1,0,0,3,1090,800,1957,2000,"13405 5th Ave SW","Burien","WA 98146","USA"
"970",458000,1,2.25,2140,10350,1,0,0,3,1470,670,1976,0,"14634 128th Ave NE","Woodinville","WA 98072","USA"
"3004",489000,4,2,2120,11479,1,0,0,4,1060,1060,1940,2001,"10822-10830 24th Ave NE","Seattle","WA 98125","USA"
"675",715000,4,2.25,2060,5649,1,0,0,5,1360,700,1941,0,"3305 39th Ave W","Seattle","WA 98199","USA"
"1955",210000,4,1.5,1920,10403,1,0,0,3,1370,550,1959,1989,"2352 SW 338th St","Federal Way","WA 98023","USA"
"4456",341166.666667,5,2.75,2670,3800,2,0,0,3,2670,0,2014,0,"16301 SE 139th Ct","Renton","WA 98059","USA"
"1189",482000,5,2.25,2230,9600,1,0,0,3,1320,910,1978,0,"16218 195th Pl NE","Woodinville","WA 98077","USA"
"4436",287919.782609,2,1,1090,5000,1,0,0,4,730,360,1942,1982,"8607 36th Ave SW","Seattle","WA 98126","USA"
"4091",228950,3,1.75,1200,9085,1,0,0,4,1200,0,1968,0,"35839 14th Ave SW","Federal Way","WA 98023","USA"
"2251",1180000,5,3.75,3630,6000,1.5,0,0,3,2470,1160,2004,2003,"810 5th St","Kirkland","WA 98033","USA"
"1152",6e+05,3,1.75,1650,5100,1,0,0,5,1040,610,1908,0,"547 NE 81st St","Seattle","WA 98115","USA"
"3697",882566,4,2.5,3560,5265,3,0,0,3,3560,0,2014,0,"17122 NE 117th St","Redmond","WA 98052","USA"
"1275",464600,3,1.75,1120,5500,1.5,0,0,4,1120,0,1925,1968,"6617 Beveridge Pl SW","Seattle","WA 98136","USA"
"3641",560000,3,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013,"5121 NE 187th St","Lake Forest Park","WA 98155","USA"
"1415",460000,3,3.5,1600,1431,2,0,0,3,1240,360,2006,0,"7906 6th Ave NW","Seattle","WA 98117","USA"
"3572",394000,4,2.5,3000,9793,2,0,0,3,3000,0,2002,0,"26309 235th Ave SE","Maple Valley","WA 98038","USA"
"2440",589000,4,3,2440,9600,2,0,0,5,2440,0,1961,0,"11611 106th Ave NE","Kirkland","WA 98034","USA"
"3682",570000,3,2,1890,29185,1,0,0,3,1470,420,1949,2013,"12933 SE 46th Ln","Bellevue","WA 98006","USA"
"1252",595000,2,1.5,1030,4500,1,0,0,3,830,200,1924,2011,"2726 Mayfair Ave N","Seattle","WA 98109","USA"
"4600",220600,3,2.5,1490,8102,2,0,0,4,1490,0,1990,0,"18717 SE 258th St","Covington","WA 98042","USA"
"3904",810000,3,1.5,1520,9041,1,0,0,4,1520,0,1954,1979,"9530 NE 5th St","Bellevue","WA 98004","USA"
"4454",0,3,1,1300,6710,1,0,0,4,1300,0,1952,0,"2760 72nd Ave SE","Mercer Island","WA 98040","USA"
"1268",467100,3,1.75,1620,8645,1,0,0,3,1190,430,1973,2013,"6605-6609 141st Pl NE","Redmond","WA 98052","USA"
"682",633100,4,2.5,2470,33305,2,0,0,3,2470,0,1993,0,"26021 NE 25th St","Redmond","WA 98053","USA"
"4148",148000,2,1,630,4200,1,0,0,3,630,0,1930,1997,"7760 10th Ave SW","Seattle","WA 98106","USA"
"2420",248000,4,2.5,1770,5855,2,0,0,3,1770,0,2003,0,"21620 SE 283rd St","Maple Valley","WA 98038","USA"
"3480",626000,3,1.75,2430,5000,2,0,0,4,1760,670,1945,0,"6723 12th Ave NW","Seattle","WA 98117","USA"
"2040",809950,4,2,2230,9900,1.5,0,0,5,2230,0,1959,0,"12519 SE 15th St","Bellevue","WA 98005","USA"
"2950",218000,2,2,1310,2841,2,0,0,3,1310,0,2004,2003,"28107 240th Ave SE","Maple Valley","WA 98038","USA"
"1216",259000,3,2.5,1550,3569,2,0,0,3,1550,0,2011,0,"1506 51st St NE","Auburn","WA 98002","USA"
"230",519950,3,2.25,1170,1249,3,0,0,3,1170,0,2014,0,"1749 NW 60th St","Seattle","WA 98107","USA"
